temperature,humidity,rainfall,wind_speed,season,risk_level,disease_name,pest_name
21.0,88.0,85.0,5.0,Summer,High,None,Stem Borer
28.0,59.0,47.0,14.0,Winter,Low,None,Healthy
33.0,86.0,147.0,12.0,Winter,High,Powdery Mildew,Powdery Mildew
35.0,31.0,54.0,12.0,Winter,Low,None,Healthy
36.0,81.0,29.0,4.0,Monsoon,Medium,None,Aphids
24.0,67.0,38.0,10.0,Summer,Medium,None,Whitefly
20.0,60.0,75.0,8.0,Winter,Low,None,Healthy
26.0,77.0,91.0,13.0,Monsoon,High,None,Stem Borer
27.0,69.0,96.0,11.0,Summer,High,None,Stem Borer
36.0,58.0,70.0,3.0,Summer,Low,None,Healthy
24.0,81.0,28.0,11.0,Winter,Low,None,Healthy
20.0,63.0,123.0,16.0,Summer,High,None,Stem Borer
22.0,46.0,68.0,10.0,Summer,Low,None,Healthy
31.0,70.0,65.0,11.0,Summer,Medium,None,Whitefly
30.0,84.0,144.0,3.0,Monsoon,High,Powdery Mildew,Powdery Mildew
29.0,39.0,51.0,5.0,Summer,Low,None,Healthy
29.0,59.0,134.0,8.0,Monsoon,High,None,Stem Borer
32.0,41.0,60.0,17.0,Winter,Low,None,Healthy
32.0,79.0,82.0,8.0,Winter,High,None,Stem Borer
20.0,80.0,71.0,20.0,Summer,Low,None,Healthy
20.0,38.0,147.0,6.0,Summer,High,None,Stem Borer
32.0,90.0,114.0,10.0,Monsoon,High,Powdery Mildew,Powdery Mildew
32.0,86.0,143.0,18.0,Summer,High,Powdery Mildew,Powdery Mildew
26.0,65.0,101.0,10.0,Monsoon,High,None,Stem Borer
29.0,80.0,72.0,8.0,Monsoon,Low,None,Healthy
27.0,45.0,73.0,4.0,Monsoon,Low,None,Healthy
26.0,72.0,92.0,5.0,Winter,High,None,Stem Borer
28.0,89.0,69.0,17.0,Summer,Low,None,Healthy
20.0,40.0,30.0,17.0,Summer,Low,None,Healthy
35.0,79.0,98.0,16.0,Winter,High,None,Stem Borer
21.0,63.0,92.0,18.0,Winter,High,None,Stem Borer
35.0,91.0,125.0,6.0,Winter,High,Powdery Mildew,Powdery Mildew
28.0,58.0,113.0,14.0,Winter,High,None,Stem Borer
21.0,58.0,149.0,15.0,Winter,High,None,Stem Borer
34.0,36.0,59.0,19.0,Winter,Low,None,Healthy
25.0,72.0,68.0,13.0,Summer,Medium,None,Whitefly
35.0,56.0,40.0,4.0,Monsoon,Low,None,Healthy
20.0,77.0,12.0,9.0,Monsoon,Medium,None,Whitefly
32.0,86.0,14.0,7.0,Winter,Low,None,Healthy
24.0,31.0,44.0,11.0,Monsoon,Low,None,Healthy
36.0,45.0,68.0,19.0,Winter,Low,None,Healthy
32.0,40.0,117.0,4.0,Monsoon,High,None,Stem Borer
30.0,58.0,81.0,9.0,Summer,High,None,Stem Borer
27.0,50.0,35.0,19.0,Winter,Low,None,Healthy
34.0,76.0,62.0,10.0,Summer,Medium,None,Whitefly
31.0,65.0,82.0,7.0,Summer,High,None,Stem Borer
33.0,72.0,104.0,16.0,Monsoon,High,None,Stem Borer
20.0,47.0,1.0,13.0,Summer,Low,None,Healthy
31.0,44.0,49.0,15.0,Winter,Low,None,Healthy
30.0,64.0,137.0,15.0,Summer,High,None,Stem Borer
29.0,72.0,24.0,12.0,Monsoon,Medium,None,Whitefly
20.0,59.0,12.0,3.0,Monsoon,Low,None,Healthy
20.0,91.0,67.0,3.0,Monsoon,Low,None,Healthy
25.0,52.0,68.0,3.0,Monsoon,Low,None,Healthy
22.0,52.0,79.0,19.0,Winter,Low,None,Healthy
26.0,73.0,119.0,8.0,Summer,High,None,Stem Borer
30.0,78.0,0.0,16.0,Winter,Medium,None,Whitefly
25.0,60.0,58.0,11.0,Winter,Low,None,Healthy
30.0,33.0,24.0,19.0,Summer,Low,None,Healthy
21.0,72.0,54.0,20.0,Winter,Medium,None,Whitefly
33.0,74.0,53.0,14.0,Summer,Medium,None,Whitefly
26.0,32.0,5.0,9.0,Summer,Low,None,Healthy
30.0,94.0,83.0,16.0,Summer,High,None,Stem Borer
36.0,80.0,48.0,4.0,Monsoon,Low,None,Healthy
29.0,42.0,139.0,12.0,Monsoon,High,None,Stem Borer
33.0,74.0,21.0,17.0,Summer,Medium,None,Aphids
26.0,59.0,9.0,15.0,Monsoon,Low,None,Healthy
22.0,80.0,25.0,4.0,Monsoon,Low,None,Healthy
30.0,80.0,67.0,19.0,Winter,Low,None,Healthy
30.0,49.0,82.0,3.0,Summer,High,None,Stem Borer
25.0,71.0,60.0,14.0,Monsoon,Medium,None,Whitefly
34.0,57.0,58.0,5.0,Summer,Low,None,Healthy
20.0,90.0,64.0,19.0,Winter,Low,None,Healthy
25.0,31.0,2.0,19.0,Summer,Low,None,Healthy
27.0,57.0,105.0,14.0,Winter,High,None,Stem Borer
20.0,30.0,14.0,11.0,Summer,Low,None,Healthy
24.0,41.0,20.0,12.0,Winter,Low,None,Healthy
20.0,61.0,74.0,18.0,Monsoon,Medium,None,Whitefly
25.0,75.0,82.0,18.0,Monsoon,High,None,Stem Borer
20.0,89.0,102.0,16.0,Summer,High,Powdery Mildew,Powdery Mildew
31.0,66.0,131.0,7.0,Monsoon,High,None,Stem Borer
32.0,80.0,53.0,9.0,Monsoon,Low,None,Healthy
35.0,92.0,143.0,3.0,Monsoon,High,Powdery Mildew,Powdery Mildew
30.0,69.0,76.0,5.0,Summer,Medium,None,Whitefly
31.0,83.0,91.0,11.0,Winter,High,Powdery Mildew,Powdery Mildew
33.0,30.0,59.0,16.0,Monsoon,Low,None,Healthy
32.0,89.0,82.0,13.0,Summer,High,None,Stem Borer
36.0,76.0,122.0,6.0,Monsoon,High,None,Stem Borer
28.0,43.0,115.0,18.0,Summer,High,None,Stem Borer
33.0,37.0,31.0,10.0,Monsoon,Medium,None,Aphids
21.0,90.0,58.0,14.0,Winter,Low,None,Healthy
27.0,60.0,68.0,6.0,Monsoon,Low,None,Healthy
22.0,68.0,138.0,19.0,Monsoon,High,None,Stem Borer
22.0,83.0,133.0,18.0,Monsoon,High,Powdery Mildew,Powdery Mildew
30.0,59.0,4.0,7.0,Summer,Low,None,Healthy
34.0,30.0,46.0,6.0,Monsoon,Low,None,Healthy
22.0,47.0,43.0,13.0,Winter,Low,None,Healthy
33.0,32.0,111.0,6.0,Winter,High,None,Stem Borer
32.0,40.0,135.0,15.0,Summer,High,None,Stem Borer
27.0,65.0,82.0,10.0,Winter,High,None,Stem Borer
29.0,33.0,107.0,8.0,Winter,High,None,Stem Borer
21.0,88.0,85.0,7.0,Winter,High,None,Stem Borer
30.0,33.0,32.0,5.0,Winter,Low,None,Healthy
33.0,92.0,10.0,15.0,Monsoon,Medium,None,Aphids
32.0,42.0,29.0,16.0,Winter,Low,None,Healthy
33.0,66.0,1.0,11.0,Monsoon,Medium,None,Aphids
35.0,54.0,91.0,14.0,Summer,High,None,Stem Borer
23.0,31.0,107.0,4.0,Winter,High,None,Stem Borer
31.0,40.0,44.0,20.0,Summer,Low,None,Healthy
27.0,44.0,39.0,14.0,Winter,Low,None,Healthy
20.0,33.0,25.0,7.0,Summer,Low,None,Healthy
34.0,78.0,91.0,17.0,Winter,High,None,Stem Borer
25.0,39.0,72.0,12.0,Monsoon,Low,None,Healthy
24.0,47.0,149.0,20.0,Summer,High,None,Stem Borer
27.0,44.0,112.0,8.0,Monsoon,High,None,Stem Borer
28.0,37.0,84.0,17.0,Summer,High,None,Stem Borer
22.0,46.0,135.0,11.0,Summer,High,None,Stem Borer
27.0,63.0,91.0,3.0,Monsoon,High,None,Stem Borer
29.0,75.0,37.0,3.0,Monsoon,Medium,None,Whitefly
24.0,32.0,53.0,9.0,Summer,Low,None,Healthy
36.0,79.0,1.0,9.0,Summer,Medium,None,Aphids
27.0,42.0,131.0,12.0,Summer,High,None,Stem Borer
29.0,79.0,35.0,4.0,Summer,Medium,None,Whitefly
27.0,86.0,106.0,14.0,Summer,High,Powdery Mildew,Powdery Mildew
30.0,67.0,101.0,8.0,Winter,High,None,Stem Borer
27.0,58.0,11.0,4.0,Winter,Low,None,Healthy
32.0,82.0,19.0,8.0,Summer,Low,None,Healthy
36.0,61.0,0.0,16.0,Monsoon,Medium,None,Aphids
27.0,33.0,92.0,10.0,Monsoon,High,None,Stem Borer
23.0,50.0,4.0,8.0,Monsoon,Low,None,Healthy
21.0,57.0,31.0,10.0,Winter,Low,None,Healthy
30.0,64.0,148.0,6.0,Monsoon,High,None,Stem Borer
29.0,52.0,122.0,6.0,Summer,High,None,Stem Borer
23.0,50.0,115.0,17.0,Monsoon,High,None,Stem Borer
28.0,72.0,81.0,16.0,Winter,High,None,Stem Borer
28.0,87.0,108.0,5.0,Monsoon,High,Powdery Mildew,Powdery Mildew
28.0,56.0,84.0,7.0,Winter,High,None,Stem Borer
21.0,56.0,47.0,10.0,Summer,Low,None,Healthy
36.0,76.0,72.0,14.0,Summer,Medium,None,Whitefly
31.0,53.0,135.0,15.0,Winter,High,None,Stem Borer
36.0,92.0,57.0,5.0,Monsoon,Low,None,Healthy
33.0,65.0,8.0,19.0,Monsoon,Medium,None,Aphids
26.0,67.0,72.0,10.0,Summer,Medium,None,Whitefly
22.0,42.0,113.0,3.0,Winter,High,None,Stem Borer
22.0,70.0,80.0,20.0,Monsoon,Medium,None,Whitefly
23.0,47.0,46.0,4.0,Summer,Low,None,Healthy
24.0,31.0,64.0,18.0,Monsoon,Low,None,Healthy
24.0,39.0,133.0,16.0,Monsoon,High,None,Stem Borer
34.0,66.0,6.0,3.0,Summer,Medium,None,Aphids
31.0,34.0,47.0,12.0,Monsoon,Low,None,Healthy
23.0,59.0,28.0,10.0,Summer,Low,None,Healthy
27.0,94.0,48.0,7.0,Winter,Low,None,Healthy
26.0,77.0,9.0,16.0,Summer,Medium,None,Whitefly
35.0,62.0,112.0,11.0,Summer,High,None,Stem Borer
28.0,84.0,54.0,12.0,Summer,Low,None,Healthy
33.0,64.0,68.0,20.0,Winter,Medium,None,Whitefly
26.0,39.0,48.0,7.0,Winter,Low,None,Healthy
31.0,69.0,41.0,3.0,Monsoon,Medium,None,Whitefly
36.0,66.0,17.0,14.0,Monsoon,Medium,None,Aphids
27.0,35.0,95.0,3.0,Winter,High,None,Stem Borer
23.0,51.0,100.0,11.0,Winter,High,None,Stem Borer
32.0,78.0,120.0,10.0,Monsoon,High,None,Stem Borer
34.0,72.0,51.0,16.0,Winter,Medium,None,Whitefly
28.0,83.0,98.0,10.0,Winter,High,Powdery Mildew,Powdery Mildew
26.0,53.0,37.0,18.0,Winter,Low,None,Healthy
26.0,51.0,7.0,20.0,Winter,Low,None,Healthy
25.0,71.0,93.0,3.0,Monsoon,High,None,Stem Borer
22.0,41.0,45.0,11.0,Monsoon,Low,None,Healthy
25.0,44.0,142.0,14.0,Summer,High,None,Stem Borer
20.0,67.0,12.0,8.0,Winter,Medium,None,Whitefly
31.0,57.0,98.0,11.0,Winter,High,None,Stem Borer
27.0,82.0,15.0,14.0,Monsoon,Low,None,Healthy
22.0,47.0,45.0,11.0,Monsoon,Low,None,Healthy
30.0,30.0,140.0,12.0,Summer,High,None,Stem Borer
26.0,52.0,50.0,18.0,Summer,Low,None,Healthy
23.0,77.0,9.0,19.0,Monsoon,Medium,None,Whitefly
26.0,31.0,131.0,15.0,Winter,High,None,Stem Borer
21.0,79.0,37.0,14.0,Summer,Medium,None,Whitefly
34.0,34.0,8.0,9.0,Monsoon,Medium,None,Aphids
23.0,94.0,10.0,10.0,Summer,Low,None,Healthy
24.0,95.0,142.0,8.0,Monsoon,High,Powdery Mildew,Powdery Mildew
27.0,77.0,58.0,20.0,Winter,Medium,None,Whitefly
31.0,56.0,36.0,6.0,Monsoon,Low,None,Healthy
28.0,45.0,65.0,15.0,Monsoon,Low,None,Healthy
30.0,31.0,114.0,18.0,Winter,High,None,Stem Borer
22.0,61.0,128.0,14.0,Monsoon,High,None,Stem Borer
33.0,35.0,148.0,9.0,Summer,High,None,Stem Borer
27.0,78.0,18.0,18.0,Winter,Medium,None,Whitefly
34.0,33.0,51.0,16.0,Winter,Low,None,Healthy
31.0,65.0,28.0,18.0,Summer,Medium,None,Whitefly
31.0,50.0,20.0,11.0,Summer,Low,None,Healthy
32.0,73.0,56.0,17.0,Monsoon,Medium,None,Whitefly
26.0,83.0,10.0,15.0,Summer,Low,None,Healthy
25.0,92.0,128.0,18.0,Winter,High,Powdery Mildew,Powdery Mildew
33.0,66.0,37.0,5.0,Winter,Medium,None,Aphids
22.0,60.0,67.0,14.0,Summer,Low,None,Healthy
29.0,80.0,75.0,20.0,Summer,Low,None,Healthy
28.0,88.0,126.0,9.0,Summer,High,Powdery Mildew,Powdery Mildew
28.0,66.0,123.0,15.0,Winter,High,None,Stem Borer
29.0,81.0,95.0,10.0,Monsoon,High,Powdery Mildew,Powdery Mildew
35.0,82.0,14.0,8.0,Summer,Medium,None,Aphids
23.0,79.0,77.0,4.0,Winter,Medium,None,Whitefly
27.0,95.0,145.0,18.0,Winter,High,Powdery Mildew,Powdery Mildew
31.0,30.0,15.0,6.0,Winter,Low,None,Healthy
32.0,86.0,29.0,11.0,Winter,Low,None,Healthy
27.0,50.0,97.0,15.0,Summer,High,None,Stem Borer
30.0,71.0,103.0,6.0,Summer,High,None,Stem Borer
21.0,41.0,104.0,12.0,Summer,High,None,Stem Borer
28.0,90.0,53.0,10.0,Monsoon,Low,None,Healthy
29.0,41.0,104.0,11.0,Monsoon,High,None,Stem Borer
28.0,43.0,111.0,15.0,Winter,High,None,Stem Borer
33.0,90.0,81.0,9.0,Summer,High,None,Stem Borer
26.0,40.0,98.0,17.0,Winter,High,None,Stem Borer
35.0,74.0,122.0,18.0,Monsoon,High,None,Stem Borer
25.0,80.0,34.0,18.0,Summer,Low,None,Healthy
23.0,71.0,147.0,3.0,Monsoon,High,None,Stem Borer
35.0,84.0,27.0,20.0,Winter,Medium,None,Aphids
22.0,38.0,79.0,15.0,Monsoon,Low,None,Healthy
23.0,61.0,132.0,19.0,Winter,High,None,Stem Borer
34.0,30.0,110.0,8.0,Summer,High,None,Stem Borer
33.0,49.0,45.0,9.0,Summer,Low,None,Healthy
24.0,56.0,96.0,13.0,Winter,High,None,Stem Borer
32.0,87.0,109.0,9.0,Winter,High,Powdery Mildew,Powdery Mildew
25.0,31.0,64.0,20.0,Winter,Low,None,Healthy
24.0,74.0,42.0,14.0,Winter,Medium,None,Whitefly
21.0,93.0,112.0,20.0,Summer,High,Powdery Mildew,Powdery Mildew
23.0,30.0,96.0,17.0,Monsoon,High,None,Stem Borer
22.0,47.0,72.0,8.0,Monsoon,Low,None,Healthy
29.0,44.0,20.0,16.0,Summer,Low,None,Healthy
28.0,85.0,85.0,8.0,Summer,High,None,Stem Borer
20.0,83.0,83.0,19.0,Summer,High,None,Stem Borer
26.0,30.0,107.0,6.0,Winter,High,None,Stem Borer
27.0,85.0,97.0,13.0,Monsoon,High,Powdery Mildew,Powdery Mildew
23.0,32.0,31.0,6.0,Monsoon,Low,None,Healthy
36.0,77.0,66.0,15.0,Winter,Medium,None,Whitefly
32.0,76.0,42.0,5.0,Monsoon,Medium,None,Whitefly
34.0,32.0,1.0,6.0,Winter,Medium,None,Aphids
25.0,46.0,61.0,9.0,Monsoon,Low,None,Healthy
21.0,42.0,59.0,7.0,Winter,Low,None,Healthy
23.0,61.0,106.0,7.0,Summer,High,None,Stem Borer
32.0,35.0,52.0,7.0,Winter,Low,None,Healthy
25.0,71.0,102.0,19.0,Winter,High,None,Stem Borer
30.0,41.0,123.0,12.0,Summer,High,None,Stem Borer
32.0,88.0,77.0,7.0,Winter,Low,None,Healthy
29.0,86.0,34.0,3.0,Winter,Low,None,Healthy
28.0,58.0,73.0,13.0,Winter,Low,None,Healthy
33.0,68.0,59.0,5.0,Monsoon,Medium,None,Whitefly
29.0,86.0,121.0,15.0,Winter,High,Powdery Mildew,Powdery Mildew
24.0,85.0,111.0,18.0,Monsoon,High,Powdery Mildew,Powdery Mildew
28.0,68.0,24.0,18.0,Winter,Medium,None,Whitefly
23.0,39.0,36.0,16.0,Monsoon,Low,None,Healthy
26.0,60.0,100.0,19.0,Summer,High,None,Stem Borer
31.0,58.0,146.0,3.0,Winter,High,None,Stem Borer
30.0,50.0,38.0,4.0,Monsoon,Low,None,Healthy
36.0,76.0,133.0,17.0,Winter,High,None,Stem Borer
34.0,48.0,135.0,15.0,Summer,High,None,Stem Borer
21.0,90.0,109.0,8.0,Summer,High,Powdery Mildew,Powdery Mildew
21.0,74.0,138.0,3.0,Monsoon,High,None,Stem Borer
27.0,53.0,148.0,13.0,Winter,High,None,Stem Borer
26.0,95.0,113.0,19.0,Monsoon,High,Powdery Mildew,Powdery Mildew
32.0,81.0,146.0,4.0,Monsoon,High,Powdery Mildew,Powdery Mildew
35.0,41.0,106.0,8.0,Winter,High,None,Stem Borer
22.0,82.0,5.0,5.0,Summer,Low,None,Healthy
28.0,63.0,44.0,3.0,Monsoon,Medium,None,Whitefly
35.0,54.0,128.0,20.0,Summer,High,None,Stem Borer
24.0,57.0,85.0,5.0,Summer,High,None,Stem Borer
33.0,36.0,109.0,7.0,Summer,High,None,Stem Borer
23.0,71.0,60.0,20.0,Summer,Medium,None,Whitefly
33.0,49.0,47.0,5.0,Summer,Low,None,Healthy
24.0,74.0,82.0,19.0,Summer,High,None,Stem Borer
30.0,49.0,95.0,6.0,Winter,High,None,Stem Borer
33.0,72.0,1.0,8.0,Monsoon,Medium,None,Aphids
21.0,52.0,36.0,16.0,Winter,Low,None,Healthy
31.0,35.0,87.0,20.0,Winter,High,None,Stem Borer
32.0,48.0,125.0,6.0,Monsoon,High,None,Stem Borer
26.0,58.0,149.0,19.0,Monsoon,High,None,Stem Borer
29.0,71.0,71.0,9.0,Summer,Medium,None,Whitefly
27.0,54.0,65.0,4.0,Summer,Low,None,Healthy
33.0,69.0,87.0,11.0,Winter,High,None,Stem Borer
26.0,61.0,17.0,7.0,Winter,Medium,None,Whitefly
24.0,92.0,11.0,14.0,Monsoon,Low,None,Healthy
30.0,63.0,103.0,14.0,Monsoon,High,None,Stem Borer
23.0,49.0,139.0,8.0,Winter,High,None,Stem Borer
28.0,79.0,134.0,15.0,Winter,High,None,Stem Borer
36.0,91.0,76.0,4.0,Summer,Low,None,Healthy
32.0,42.0,129.0,5.0,Monsoon,High,None,Stem Borer
29.0,65.0,10.0,17.0,Summer,Medium,None,Whitefly
28.0,56.0,106.0,18.0,Winter,High,None,Stem Borer
34.0,74.0,104.0,4.0,Winter,High,None,Stem Borer
24.0,88.0,63.0,4.0,Winter,Low,None,Healthy
20.0,62.0,61.0,19.0,Summer,Medium,None,Whitefly
24.0,42.0,69.0,19.0,Summer,Low,None,Healthy
25.0,84.0,85.0,11.0,Summer,High,None,Stem Borer
22.0,69.0,72.0,19.0,Winter,Medium,None,Whitefly
21.0,69.0,50.0,15.0,Summer,Medium,None,Whitefly
34.0,30.0,101.0,16.0,Winter,High,None,Stem Borer
20.0,68.0,89.0,19.0,Winter,High,None,Stem Borer
29.0,40.0,104.0,5.0,Summer,High,None,Stem Borer
25.0,79.0,68.0,20.0,Summer,Medium,None,Whitefly
27.0,47.0,6.0,12.0,Winter,Low,None,Healthy
36.0,70.0,111.0,5.0,Winter,High,None,Stem Borer
27.0,86.0,35.0,4.0,Summer,Low,None,Healthy
25.0,64.0,18.0,3.0,Monsoon,Medium,None,Whitefly
24.0,91.0,118.0,19.0,Winter,High,Powdery Mildew,Powdery Mildew
31.0,64.0,60.0,5.0,Summer,Medium,None,Whitefly
28.0,83.0,78.0,4.0,Monsoon,Low,None,Healthy
23.0,77.0,96.0,10.0,Monsoon,High,None,Stem Borer
22.0,36.0,121.0,17.0,Monsoon,High,None,Stem Borer
23.0,33.0,136.0,17.0,Monsoon,High,None,Stem Borer
20.0,42.0,141.0,16.0,Summer,High,None,Stem Borer
27.0,64.0,46.0,15.0,Monsoon,Medium,None,Whitefly
24.0,41.0,17.0,18.0,Summer,Low,None,Healthy
35.0,89.0,40.0,15.0,Winter,Low,None,Healthy
20.0,88.0,56.0,12.0,Winter,Low,None,Healthy
33.0,33.0,136.0,3.0,Winter,High,None,Stem Borer
21.0,86.0,92.0,13.0,Summer,High,Powdery Mildew,Powdery Mildew
32.0,69.0,20.0,13.0,Monsoon,Medium,None,Whitefly
25.0,56.0,93.0,18.0,Winter,High,None,Stem Borer
35.0,78.0,127.0,3.0,Monsoon,High,None,Stem Borer
30.0,32.0,11.0,8.0,Summer,Low,None,Healthy
32.0,74.0,80.0,10.0,Monsoon,Medium,None,Whitefly
29.0,38.0,89.0,13.0,Monsoon,High,None,Stem Borer
35.0,33.0,48.0,17.0,Winter,Low,None,Healthy
31.0,66.0,141.0,3.0,Winter,High,None,Stem Borer
21.0,51.0,87.0,19.0,Monsoon,High,None,Stem Borer
31.0,68.0,27.0,11.0,Summer,Medium,None,Whitefly
21.0,40.0,55.0,8.0,Winter,Low,None,Healthy
32.0,46.0,68.0,17.0,Monsoon,Low,None,Healthy
20.0,90.0,83.0,4.0,Summer,High,None,Stem Borer
23.0,50.0,28.0,19.0,Monsoon,Low,None,Healthy
22.0,51.0,136.0,14.0,Monsoon,High,None,Stem Borer
26.0,53.0,12.0,11.0,Monsoon,Low,None,Healthy
25.0,77.0,50.0,20.0,Winter,Medium,None,Whitefly
33.0,45.0,36.0,20.0,Summer,Medium,None,Aphids
36.0,56.0,48.0,18.0,Monsoon,Low,None,Healthy
29.0,35.0,70.0,8.0,Summer,Low,None,Healthy
21.0,41.0,58.0,8.0,Summer,Low,None,Healthy
28.0,54.0,9.0,10.0,Monsoon,Low,None,Healthy
23.0,50.0,146.0,9.0,Winter,High,None,Stem Borer
30.0,86.0,125.0,15.0,Winter,High,Powdery Mildew,Powdery Mildew
34.0,42.0,60.0,12.0,Monsoon,Low,None,Healthy
32.0,44.0,74.0,15.0,Monsoon,Low,None,Healthy
29.0,42.0,13.0,9.0,Winter,Low,None,Healthy
33.0,34.0,113.0,7.0,Monsoon,High,None,Stem Borer
26.0,46.0,135.0,5.0,Summer,High,None,Stem Borer
27.0,88.0,39.0,9.0,Monsoon,Low,None,Healthy
31.0,37.0,14.0,7.0,Winter,Low,None,Healthy
29.0,64.0,148.0,17.0,Monsoon,High,None,Stem Borer
22.0,65.0,70.0,15.0,Monsoon,Medium,None,Whitefly
32.0,52.0,135.0,10.0,Monsoon,High,None,Stem Borer
20.0,73.0,136.0,10.0,Winter,High,None,Stem Borer
29.0,82.0,120.0,10.0,Summer,High,Powdery Mildew,Powdery Mildew
34.0,65.0,20.0,19.0,Monsoon,Medium,None,Aphids
31.0,56.0,127.0,5.0,Summer,High,None,Stem Borer
31.0,54.0,81.0,6.0,Winter,High,None,Stem Borer
28.0,88.0,81.0,3.0,Monsoon,High,None,Stem Borer
35.0,64.0,130.0,14.0,Monsoon,High,None,Stem Borer
31.0,43.0,42.0,16.0,Summer,Low,None,Healthy
22.0,85.0,133.0,3.0,Monsoon,High,Powdery Mildew,Powdery Mildew
34.0,56.0,48.0,14.0,Summer,Low,None,Healthy
27.0,71.0,5.0,6.0,Winter,Medium,None,Whitefly
30.0,37.0,15.0,8.0,Summer,Low,None,Healthy
32.0,84.0,55.0,3.0,Summer,Low,None,Healthy
34.0,74.0,141.0,5.0,Winter,High,None,Stem Borer
34.0,43.0,57.0,9.0,Summer,Low,None,Healthy
23.0,50.0,56.0,15.0,Monsoon,Low,None,Healthy
23.0,94.0,82.0,7.0,Monsoon,High,None,Stem Borer
32.0,73.0,40.0,5.0,Monsoon,Medium,None,Whitefly
36.0,64.0,18.0,5.0,Winter,Medium,None,Aphids
33.0,76.0,134.0,14.0,Winter,High,None,Stem Borer
30.0,93.0,138.0,7.0,Summer,High,Powdery Mildew,Powdery Mildew
24.0,54.0,146.0,5.0,Winter,High,None,Stem Borer
35.0,72.0,64.0,16.0,Monsoon,Medium,None,Whitefly
27.0,66.0,4.0,6.0,Summer,Medium,None,Whitefly
21.0,33.0,150.0,18.0,Monsoon,High,None,Stem Borer
31.0,93.0,30.0,15.0,Winter,Low,None,Healthy
22.0,72.0,137.0,8.0,Monsoon,High,None,Stem Borer
25.0,81.0,93.0,6.0,Winter,High,Powdery Mildew,Powdery Mildew
28.0,94.0,21.0,5.0,Monsoon,Low,None,Healthy
36.0,54.0,90.0,13.0,Monsoon,High,None,Stem Borer
24.0,82.0,2.0,16.0,Winter,Low,None,Healthy
28.0,76.0,142.0,15.0,Summer,High,None,Stem Borer
23.0,88.0,88.0,15.0,Summer,High,None,Stem Borer
33.0,58.0,120.0,15.0,Summer,High,None,Stem Borer
32.0,84.0,56.0,14.0,Winter,Low,None,Healthy
22.0,44.0,11.0,9.0,Monsoon,Low,None,Healthy
27.0,33.0,5.0,12.0,Summer,Low,None,Healthy
27.0,41.0,96.0,7.0,Winter,High,None,Stem Borer
27.0,39.0,2.0,12.0,Monsoon,Low,None,Healthy
22.0,68.0,133.0,19.0,Monsoon,High,None,Stem Borer
22.0,55.0,39.0,15.0,Winter,Low,None,Healthy
29.0,84.0,37.0,13.0,Monsoon,Low,None,Healthy
25.0,38.0,79.0,18.0,Monsoon,Low,None,Healthy
29.0,77.0,66.0,11.0,Winter,Medium,None,Whitefly
30.0,30.0,107.0,10.0,Monsoon,High,None,Stem Borer
33.0,30.0,29.0,8.0,Winter,Medium,None,Aphids
32.0,60.0,34.0,11.0,Monsoon,Low,None,Healthy
32.0,73.0,43.0,18.0,Winter,Medium,None,Whitefly
30.0,51.0,109.0,15.0,Winter,High,None,Stem Borer
21.0,84.0,128.0,5.0,Summer,High,Powdery Mildew,Powdery Mildew
22.0,45.0,67.0,6.0,Winter,Low,None,Healthy
28.0,68.0,5.0,8.0,Winter,Medium,None,Whitefly
23.0,85.0,119.0,13.0,Summer,High,Powdery Mildew,Powdery Mildew
30.0,75.0,131.0,9.0,Monsoon,High,None,Stem Borer
20.0,85.0,113.0,4.0,Winter,High,Powdery Mildew,Powdery Mildew
26.0,57.0,39.0,17.0,Winter,Low,None,Healthy
34.0,33.0,114.0,19.0,Monsoon,High,None,Stem Borer
34.0,32.0,28.0,11.0,Monsoon,Medium,None,Aphids
21.0,47.0,2.0,4.0,Winter,Low,None,Healthy
26.0,41.0,67.0,8.0,Monsoon,Low,None,Healthy
25.0,63.0,134.0,18.0,Winter,High,None,Stem Borer
32.0,71.0,123.0,9.0,Monsoon,High,None,Stem Borer
28.0,95.0,98.0,15.0,Summer,High,Powdery Mildew,Powdery Mildew
36.0,34.0,132.0,13.0,Winter,High,None,Stem Borer
33.0,93.0,105.0,7.0,Summer,High,Powdery Mildew,Powdery Mildew
24.0,46.0,142.0,4.0,Winter,High,None,Stem Borer
26.0,68.0,40.0,8.0,Summer,Medium,None,Whitefly
21.0,60.0,42.0,11.0,Summer,Low,None,Healthy
26.0,67.0,93.0,17.0,Summer,High,None,Stem Borer
36.0,93.0,127.0,11.0,Summer,High,Powdery Mildew,Powdery Mildew
28.0,59.0,126.0,14.0,Monsoon,High,None,Stem Borer
27.0,63.0,9.0,18.0,Monsoon,Medium,None,Whitefly
28.0,89.0,84.0,11.0,Monsoon,High,None,Stem Borer
36.0,41.0,139.0,10.0,Monsoon,High,None,Stem Borer
28.0,48.0,91.0,16.0,Monsoon,High,None,Stem Borer
30.0,40.0,130.0,8.0,Monsoon,High,None,Stem Borer
22.0,79.0,58.0,5.0,Monsoon,Medium,None,Whitefly
32.0,55.0,86.0,13.0,Winter,High,None,Stem Borer
33.0,47.0,82.0,19.0,Winter,High,None,Stem Borer
24.0,52.0,76.0,14.0,Monsoon,Low,None,Healthy
22.0,49.0,1.0,11.0,Summer,Low,None,Healthy
35.0,79.0,101.0,12.0,Winter,High,None,Stem Borer
